customerID,gender,SeniorCitizen,tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Risk_Probability,Marketing_Segment,Predicted_Churn_Flag
9099-FTUHS,Female,0,23,Month-to-month,DSL,Electronic check,54.4,1249.25,No,0.15674508530491438,Low risk: retain and upsell,No
0581-BXBUB,Female,1,4,Month-to-month,Fiber optic,Electronic check,72.75,317.75,No,0.4847249856462391,Medium risk: nurture,Yes
4962-CHQPW,Male,0,29,One year,No,Mailed check,19.85,535.05,No,0.020497352143159422,Low risk: retain and upsell,No
9467-ROOLM,Female,0,25,Month-to-month,No,Mailed check,19.05,461.3,No,0.14940388053494957,Low risk: retain and upsell,No
3030-YZADT,Male,0,9,Month-to-month,DSL,Mailed check,44.95,431.0,Yes,0.2632230206228372,Low risk: retain and upsell,No
7410-KTVFV,Male,0,18,Month-to-month,DSL,Mailed check,49.55,878.35,Yes,0.20819884048846707,Low risk: retain and upsell,No
5150-ITWWB,Male,1,3,Month-to-month,Fiber optic,Electronic check,94.85,335.75,No,0.8585647332219165,High risk: retention/win-back,Yes
2253-KPMNB,Female,0,69,Two year,DSL,Bank transfer (automatic),46.25,3121.4,No,0.006452776696008331,Low risk: retain and upsell,No
1345-ZUKID,Male,0,14,One year,No,Mailed check,19.35,324.8,No,0.0328761581541322,Low risk: retain and upsell,No
6429-SHBCB,Male,0,19,Month-to-month,DSL,Mailed check,69.6,1394.55,No,0.3319271371022951,Medium risk: nurture,Yes
9281-OFDMF,Male,1,39,Month-to-month,Fiber optic,Electronic check,90.7,3413.25,No,0.30222414401588266,Medium risk: nurture,Yes
2603-HVKCG,Male,0,31,Month-to-month,Fiber optic,Electronic check,101.4,3143.65,No,0.44453652189697906,Medium risk: nurture,Yes
1834-WULEG,Male,0,24,One year,No,Mailed check,20.25,439.75,No,0.02181220954403128,Low risk: retain and upsell,No
9097-ZUBYC,Male,0,14,Month-to-month,DSL,Bank transfer (automatic),48.8,664.4,No,0.1336544832382535,Low risk: retain and upsell,No
5148-ORICT,Female,0,64,Two year,DSL,Mailed check,74.35,4759.55,No,0.015798829573321318,Low risk: retain and upsell,No
4893-GYUJU,Female,0,50,One year,No,Mailed check,19.35,1033.0,No,0.021403738732990917,Low risk: retain and upsell,No
4578-PHJYZ,Male,0,52,One year,DSL,Electronic check,68.75,3482.85,No,0.0393782348242967,Low risk: retain and upsell,No
7272-QDCKA,Male,0,28,One year,Fiber optic,Electronic check,100.2,2688.45,No,0.29569889051858006,Low risk: retain and upsell,Yes
8908-SLFCJ,Female,0,21,Two year,No,Credit card (automatic),20.85,435.25,No,0.025296461418447467,Low risk: retain and upsell,No
8393-DLHGA,Male,0,25,Month-to-month,Fiber optic,Electronic check,95.9,2448.75,Yes,0.5557580140953319,Medium risk: nurture,Yes
9766-HGEDE,Female,0,17,One year,No,Mailed check,19.35,307.0,No,0.05043394650738607,Low risk: retain and upsell,No
6968-MHOMU,Male,0,58,One year,DSL,Credit card (automatic),45.0,2689.35,No,0.14856570367925936,Low risk: retain and upsell,No
7395-IGJOS,Male,1,17,Month-to-month,Fiber optic,Bank transfer (automatic),81.5,1329.2,Yes,0.4166580478420302,Medium risk: nurture,Yes
5044-XDPYX,Female,0,51,Two year,No,Mailed check,25.5,1281.25,No,0.010645279379147332,Low risk: retain and upsell,No
1814-WFGVS,Male,0,72,Two year,DSL,Mailed check,48.9,3527.0,No,0.010519054895460284,Low risk: retain and upsell,No
2834-SPCJV,Male,0,52,Month-to-month,Fiber optic,Electronic check,84.1,4348.65,Yes,0.13615504124909128,Low risk: retain and upsell,No
3721-WKIIL,Female,0,27,Two year,No,Mailed check,19.6,561.15,No,0.02465330494521899,Low risk: retain and upsell,No
6734-CKRSM,Female,0,3,Month-to-month,No,Mailed check,20.0,63.6,No,0.28947598163766725,Low risk: retain and upsell,Yes
1265-ZFOSD,Female,0,64,Two year,DSL,Mailed check,81.3,5129.3,No,0.02251345520390047,Low risk: retain and upsell,No
6568-POCUI,Female,0,45,Two year,Fiber optic,Credit card (automatic),95.2,4285.8,No,0.06767686002106837,Low risk: retain and upsell,No
7890-VYYWG,Male,1,3,Month-to-month,DSL,Mailed check,36.45,93.7,Yes,0.6883894074953347,High risk: retention/win-back,Yes
5197-LQXXH,Female,0,71,Two year,DSL,Credit card (automatic),83.3,5894.5,No,0.02072826368324676,Low risk: retain and upsell,No
9907-SWKKF,Female,1,1,Month-to-month,DSL,Mailed check,25.05,25.05,Yes,0.5900557198148857,Medium risk: nurture,Yes
3457-PQBYH,Female,0,58,Two year,No,Credit card (automatic),20.3,1160.75,No,0.007154817260767284,Low risk: retain and upsell,No
7682-AZNDK,Male,0,34,Month-to-month,Fiber optic,Electronic check,89.85,3091.75,No,0.39490210543834225,Medium risk: nurture,Yes
0587-DMGBH,Female,0,8,Month-to-month,DSL,Electronic check,49.85,365.55,Yes,0.32437723066734364,Medium risk: nurture,Yes
5384-ZTTWP,Female,0,15,Month-to-month,No,Mailed check,19.8,272.95,No,0.1743480129786702,Low risk: retain and upsell,No
3745-HRPHI,Male,0,66,Two year,DSL,Bank transfer (automatic),54.65,3632.0,No,0.015479401042330084,Low risk: retain and upsell,No
7636-OWBPG,Male,1,12,Month-to-month,DSL,Credit card (automatic),29.35,381.2,No,0.47824345664946666,Medium risk: nurture,Yes
1231-YNDEK,Male,0,58,Two year,No,Bank transfer (automatic),19.15,1035.5,No,0.007328705045982092,Low risk: retain and upsell,No
1407-DIGZV,Female,0,3,Two year,No,Mailed check,19.1,52.0,No,0.03393200046982881,Low risk: retain and upsell,No
6397-JNZZG,Female,1,43,Month-to-month,DSL,Credit card (automatic),55.55,2342.2,Yes,0.24995432613294777,Low risk: retain and upsell,No
0570-BFQHT,Female,0,9,Month-to-month,Fiber optic,Electronic check,80.55,653.9,No,0.44219321664091565,Medium risk: nurture,Yes
4393-OBCRR,Female,0,3,One year,No,Mailed check,20.25,71.2,No,0.06157709518040432,Low risk: retain and upsell,No
3523-QRQLL,Female,0,22,One year,DSL,Bank transfer (automatic),69.5,1498.2,Yes,0.09483426005879579,Low risk: retain and upsell,No
8564-LDKFL,Male,0,40,One year,Fiber optic,Bank transfer (automatic),106.0,4178.65,No,0.44980298939407554,Medium risk: nurture,Yes
3696-DFHHB,Female,0,68,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0.0067677210086318895,Low risk: retain and upsell,No
0895-DQHEW,Male,0,54,Month-to-month,Fiber optic,Electronic check,104.3,5278.15,Yes,0.5052268641805037,Medium risk: nurture,Yes
4717-GHADL,Female,0,50,Two year,DSL,Mailed check,79.6,4024.2,No,0.044934069256835574,Low risk: retain and upsell,No
5501-TVMGM,Male,0,1,Month-to-month,DSL,Electronic check,55.25,55.25,No,0.6036342962193105,High risk: retention/win-back,Yes
5879-HMFFH,Female,0,72,Two year,DSL,Bank transfer (automatic),88.05,6520.8,No,0.015193061504401495,Low risk: retain and upsell,No
6772-WFQRD,Male,0,40,One year,No,Bank transfer (automatic),20.4,854.9,No,0.014410165871835192,Low risk: retain and upsell,No
3810-DVDQQ,Female,0,72,Two year,Fiber optic,Bank transfer (automatic),117.6,8308.9,No,0.039383605612292774,Low risk: retain and upsell,No
6972-SNKKW,Female,0,6,Month-to-month,No,Mailed check,20.0,109.2,No,0.26845035818907015,Low risk: retain and upsell,No
3694-GLTJM,Female,0,5,Month-to-month,No,Credit card (automatic),19.65,92.05,No,0.3040662150929966,Medium risk: nurture,Yes
8550-XSXUQ,Male,0,48,One year,DSL,Credit card (automatic),70.55,3420.5,No,0.09872734207960293,Low risk: retain and upsell,No
8149-RSOUN,Female,0,1,Month-to-month,Fiber optic,Electronic check,93.85,93.85,Yes,0.8416646299858281,High risk: retention/win-back,Yes
9055-MOJJJ,Female,0,64,One year,DSL,Mailed check,65.8,4068.0,No,0.01678407236974661,Low risk: retain and upsell,No
4359-INNWN,Female,0,17,One year,No,Credit card (automatic),20.05,337.9,No,0.03954446848394735,Low risk: retain and upsell,No
0585-EGDDA,Male,0,40,Month-to-month,Fiber optic,Electronic check,80.0,3168.75,No,0.24011900153984628,Low risk: retain and upsell,No
4032-RMHCI,Female,0,41,One year,DSL,Credit card (automatic),35.4,1412.4,No,0.03529638683133487,Low risk: retain and upsell,No
0549-CYCQN,Male,1,51,One year,Fiber optic,Bank transfer (automatic),79.6,3974.7,No,0.06741301865746241,Low risk: retain and upsell,No
3481-JHUZH,Male,0,41,Month-to-month,Fiber optic,Electronic check,80.25,3439.0,No,0.34964060685148096,Medium risk: nurture,Yes
7250-EQKIY,Female,0,1,Month-to-month,DSL,Mailed check,50.45,50.45,Yes,0.291668454805516,Low risk: retain and upsell,Yes
3594-IVHJZ,Female,0,2,Month-to-month,No,Mailed check,20.45,42.45,No,0.3553713743722285,Medium risk: nurture,Yes
6869-FGJJC,Male,0,68,One year,Fiber optic,Credit card (automatic),79.6,5461.45,No,0.028540132635443572,Low risk: retain and upsell,No
3896-ZVNET,Female,0,24,Two year,No,Mailed check,24.7,571.75,No,0.01378739575585434,Low risk: retain and upsell,No
8205-VSLRB,Male,0,70,Two year,DSL,Credit card (automatic),77.3,5498.2,No,0.014333473651832155,Low risk: retain and upsell,No
5960-MVTUK,Male,0,3,Month-to-month,DSL,Electronic check,29.75,96.85,No,0.46809373136680454,Medium risk: nurture,Yes
6817-WTYHE,Male,0,2,Month-to-month,DSL,Bank transfer (automatic),44.9,111.05,No,0.30045335159549535,Medium risk: nurture,Yes
3082-VQXNH,Male,0,3,Month-to-month,DSL,Credit card (automatic),29.8,94.4,No,0.28218631382179377,Low risk: retain and upsell,Yes
4013-UBXWQ,Female,0,7,Month-to-month,DSL,Electronic check,74.65,521.1,Yes,0.559436388262184,Medium risk: nurture,Yes
4931-TRZWN,Female,0,13,Month-to-month,DSL,Electronic check,71.95,923.85,No,0.37577699807974574,Medium risk: nurture,Yes
0750-EKNGL,Male,0,7,Month-to-month,No,Mailed check,20.75,141.1,No,0.2039292199252756,Low risk: retain and upsell,No
7669-LCRSD,Male,0,12,Month-to-month,DSL,Mailed check,56.3,628.65,No,0.34627964309287607,Medium risk: nurture,Yes
3567-PQTSO,Male,0,53,One year,Fiber optic,Electronic check,105.25,5576.3,No,0.4287681095782962,Medium risk: nurture,Yes
5519-NPHVG,Female,0,12,Month-to-month,Fiber optic,Electronic check,94.2,1046.1,Yes,0.7828269088737962,High risk: retention/win-back,Yes
8043-PNYSD,Male,0,63,Two year,No,Mailed check,19.55,1245.6,No,0.00632588828516487,Low risk: retain and upsell,No
9938-EKRGF,Female,0,15,Month-to-month,DSL,Mailed check,84.45,1287.85,No,0.14663184039406335,Low risk: retain and upsell,No
2703-AMTUL,Male,0,36,One year,DSL,Mailed check,53.65,1939.35,No,0.027887014107028964,Low risk: retain and upsell,No
0928-JMXNP,Male,1,4,Month-to-month,DSL,Electronic check,29.9,118.25,No,0.6509968522463335,High risk: retention/win-back,Yes
8173-RXAYP,Female,0,24,Two year,No,Mailed check,19.7,452.55,No,0.018094605136545174,Low risk: retain and upsell,No
4825-XJGDM,Female,0,61,One year,DSL,Credit card (automatic),43.7,2696.55,No,0.020525459989122374,Low risk: retain and upsell,No
5402-HTOTQ,Male,0,16,Month-to-month,DSL,Electronic check,55.3,875.35,No,0.3012492485194604,Medium risk: nurture,Yes
6734-JDTTV,Male,0,65,Two year,No,Credit card (automatic),19.85,1267.05,No,0.004811891382089531,Low risk: retain and upsell,No
7850-THJMU,Female,0,26,Two year,No,Credit card (automatic),19.65,494.9,No,0.014370196121693407,Low risk: retain and upsell,No
3890-RTCMS,Male,0,16,Month-to-month,DSL,Mailed check,49.45,799.0,No,0.18778509761533888,Low risk: retain and upsell,No
8849-GYOKR,Female,0,54,One year,Fiber optic,Bank transfer (automatic),106.55,5763.3,Yes,0.1441775723482374,Low risk: retain and upsell,No
3148-BLQJT,Male,0,1,Month-to-month,No,Mailed check,20.1,20.1,Yes,0.24209225816348662,Low risk: retain and upsell,No
3717-FDJFU,Male,0,5,Two year,No,Mailed check,20.45,106.9,No,0.021423431410878824,Low risk: retain and upsell,No
3665-JATSN,Female,0,19,Month-to-month,DSL,Electronic check,39.7,710.05,No,0.4752051974302413,Medium risk: nurture,Yes
7966-YOTQW,Male,0,10,Month-to-month,DSL,Credit card (automatic),54.5,568.2,No,0.2825395867700518,Low risk: retain and upsell,Yes
0461-CVKMU,Female,0,23,Month-to-month,Fiber optic,Electronic check,83.8,1900.25,Yes,0.3166210784139579,Medium risk: nurture,Yes
8806-EAGWC,Male,0,3,Month-to-month,DSL,Mailed check,55.15,159.15,Yes,0.3207228795922762,Medium risk: nurture,Yes
8853-TZDGH,Female,0,72,Two year,Fiber optic,Bank transfer (automatic),111.6,8012.75,No,0.055134866614331174,Low risk: retain and upsell,No
7779-LGOVN,Male,1,10,Month-to-month,Fiber optic,Electronic check,86.65,856.65,Yes,0.7359456112725251,High risk: retention/win-back,Yes
4324-BZCKL,Female,0,10,Month-to-month,DSL,Mailed check,55.55,551.3,No,0.2557145400630419,Low risk: retain and upsell,No
6924-TDGMT,Male,0,11,One year,No,Mailed check,20.55,184.95,No,0.0493861801304015,Low risk: retain and upsell,No
9710-ZUSHQ,Female,1,37,Month-to-month,Fiber optic,Bank transfer (automatic),106.75,4056.75,Yes,0.27660671542248866,Low risk: retain and upsell,No
1536-YHDOE,Male,0,17,One year,DSL,Mailed check,62.1,1096.65,No,0.04261356117516293,Low risk: retain and upsell,No
8123-QBNAZ,Female,0,36,Month-to-month,Fiber optic,Credit card (automatic),104.5,3684.95,No,0.44383684340268154,Medium risk: nurture,Yes
3629-ZNKXA,Male,1,17,Month-to-month,Fiber optic,Electronic check,101.8,1752.45,No,0.6263621197181892,High risk: retention/win-back,Yes
4827-LTQRJ,Female,1,66,One year,Fiber optic,Credit card (automatic),110.6,7210.85,No,0.05955981570371195,Low risk: retain and upsell,No
7711-YIJWC,Male,0,61,One year,DSL,Bank transfer (automatic),84.9,5264.5,No,0.026063541107584947,Low risk: retain and upsell,No
5482-VXSXJ,Male,0,22,Month-to-month,Fiber optic,Mailed check,93.2,2157.3,No,0.5307311485554063,Medium risk: nurture,Yes
7365-BVCJH,Male,0,1,Month-to-month,DSL,Electronic check,24.4,24.4,No,0.6855476276615049,High risk: retention/win-back,Yes
9620-ENEJV,Female,0,6,Month-to-month,Fiber optic,Credit card (automatic),70.55,433.95,No,0.5002805261679949,Medium risk: nurture,Yes
4183-WCSEP,Male,0,31,Month-to-month,Fiber optic,Electronic check,78.45,2435.15,Yes,0.2847826900819809,Low risk: retain and upsell,Yes
2378-YIZKA,Female,0,68,Two year,DSL,Credit card (automatic),85.0,5607.75,No,0.014113111163929243,Low risk: retain and upsell,No
5498-TXHLF,Female,0,34,Month-to-month,Fiber optic,Electronic check,87.45,2874.15,Yes,0.414061945112045,Medium risk: nurture,Yes
0689-DSXGL,Female,0,52,Month-to-month,Fiber optic,Bank transfer (automatic),85.8,4433.3,No,0.07884029446594129,Low risk: retain and upsell,No
6818-DJXAA,Female,0,10,Month-to-month,Fiber optic,Electronic check,91.1,964.35,No,0.5734875863548631,Medium risk: nurture,Yes
9722-UJOJR,Male,0,29,Month-to-month,Fiber optic,Electronic check,70.75,1974.8,Yes,0.4408633406968221,Medium risk: nurture,Yes
0464-WJTKO,Female,0,72,Two year,No,Bank transfer (automatic),20.1,1460.85,No,0.005175651547316302,Low risk: retain and upsell,No
8902-ZEOVF,Male,0,47,One year,No,Mailed check,20.05,951.55,No,0.015252638662975751,Low risk: retain and upsell,No
6778-EICRF,Male,0,24,One year,DSL,Mailed check,74.8,1821.2,No,0.10676460776808393,Low risk: retain and upsell,No
2662-NNTDK,Male,0,65,One year,No,Credit card (automatic),24.8,1600.95,No,0.011431816774094404,Low risk: retain and upsell,No
4132-KALRO,Female,0,4,Month-to-month,Fiber optic,Mailed check,100.85,399.25,No,0.7105890574635081,High risk: retention/win-back,Yes
3902-FOIGH,Male,1,12,Month-to-month,Fiber optic,Electronic check,101.35,1218.55,Yes,0.8206712645451343,High risk: retention/win-back,Yes
6772-KSATR,Male,0,1,Month-to-month,Fiber optic,Electronic check,81.7,81.7,Yes,0.6803721875460762,High risk: retention/win-back,Yes
7112-OPOTK,Male,0,33,Month-to-month,Fiber optic,Electronic check,68.25,2171.15,Yes,0.26519873210339906,Low risk: retain and upsell,No
2874-YXVVA,Female,0,34,Month-to-month,Fiber optic,Electronic check,105.1,3634.8,No,0.3233288175258574,Medium risk: nurture,Yes
1245-HARPS,Female,0,14,Two year,No,Mailed check,20.4,292.4,No,0.03370690138464794,Low risk: retain and upsell,No
4210-QFJMF,Female,0,4,Month-to-month,Fiber optic,Electronic check,79.15,317.25,Yes,0.7081627746250406,High risk: retention/win-back,Yes
4323-ELYYB,Male,0,13,One year,No,Mailed check,20.0,218.55,No,0.025926820923518057,Low risk: retain and upsell,No
4293-ETKAP,Female,0,65,Two year,DSL,Bank transfer (automatic),79.4,5071.9,No,0.01888097339059772,Low risk: retain and upsell,No
6064-PUPMC,Male,0,23,One year,DSL,Credit card (automatic),57.2,1423.35,No,0.025508434606930468,Low risk: retain and upsell,No
6504-VBLFL,Male,0,55,Two year,DSL,Electronic check,58.6,3068.6,No,0.012583078059645345,Low risk: retain and upsell,No
6322-PJJDJ,Male,0,49,Two year,Fiber optic,Electronic check,94.8,4690.65,No,0.17392538343865913,Low risk: retain and upsell,No
0330-BGYZE,Male,0,60,One year,Fiber optic,Bank transfer (automatic),102.5,6157.6,No,0.27557200223096634,Low risk: retain and upsell,No
1085-LDWAM,Female,0,69,One year,No,Credit card (automatic),20.35,1442.65,No,0.010857985105209795,Low risk: retain and upsell,No
7586-ZATGZ,Male,0,40,Month-to-month,Fiber optic,Electronic check,84.9,3369.05,No,0.4988901428005734,Medium risk: nurture,Yes
7197-VOJMM,Male,0,67,Two year,DSL,Credit card (automatic),69.2,4671.65,No,0.010608459100180772,Low risk: retain and upsell,No
3318-OSATS,Male,1,35,Month-to-month,Fiber optic,Electronic check,95.45,3474.05,Yes,0.6655985772227343,High risk: retention/win-back,Yes
5828-AVIPD,Male,0,19,One year,Fiber optic,Electronic check,100.95,1875.55,Yes,0.5013882842211717,Medium risk: nurture,Yes
1843-TLSGD,Female,0,13,Two year,No,Mailed check,20.85,272.35,No,0.025180469803170836,Low risk: retain and upsell,No
9626-VFRGG,Female,0,41,Month-to-month,Fiber optic,Bank transfer (automatic),88.5,3645.05,No,0.27680443996647985,Low risk: retain and upsell,No
7075-BNDVQ,Female,0,4,Month-to-month,DSL,Mailed check,35.0,135.75,No,0.28655518649889283,Low risk: retain and upsell,Yes
9143-CANJF,Female,0,24,Month-to-month,DSL,Electronic check,55.15,1319.85,No,0.11246909482739412,Low risk: retain and upsell,No
7284-BUYEC,Female,0,5,Month-to-month,DSL,Credit card (automatic),50.95,229.4,No,0.46616211963041193,Medium risk: nurture,Yes
2041-JIJCI,Female,0,5,Month-to-month,DSL,Electronic check,64.0,370.25,No,0.5857211473553865,Medium risk: nurture,Yes
1086-LXKFY,Female,0,1,Month-to-month,Fiber optic,Mailed check,69.1,69.1,Yes,0.5955660779838686,Medium risk: nurture,Yes
4900-MSOMT,Female,0,72,Two year,DSL,Bank transfer (automatic),80.2,5714.2,No,0.007001343235892066,Low risk: retain and upsell,No
2229-VWQJH,Female,0,24,Month-to-month,DSL,Credit card (automatic),49.3,1233.25,No,0.17139859038766087,Low risk: retain and upsell,No
9194-GFVOI,Female,0,42,Two year,DSL,Credit card (automatic),84.35,3571.6,No,0.02792652008689368,Low risk: retain and upsell,No
1336-EZFZY,Female,0,4,Month-to-month,No,Mailed check,20.05,83.3,No,0.2824983518543046,Low risk: retain and upsell,Yes
4282-MSACW,Male,0,68,One year,Fiber optic,Credit card (automatic),117.2,8035.95,No,0.13138415114912266,Low risk: retain and upsell,No
1403-LKLIK,Female,0,33,One year,No,Mailed check,20.1,579.4,No,0.023942352517238762,Low risk: retain and upsell,No
2636-ALXXZ,Female,1,1,Month-to-month,Fiber optic,Electronic check,69.6,69.6,Yes,0.6781185524589771,High risk: retention/win-back,Yes
7774-OJSXI,Male,0,31,One year,Fiber optic,Electronic check,103.45,3066.45,Yes,0.48369978622947324,Medium risk: nurture,Yes
7786-WBJYI,Female,0,4,Month-to-month,Fiber optic,Bank transfer (automatic),77.95,305.55,Yes,0.48881625768450226,Medium risk: nurture,Yes
0136-IFMYD,Male,1,69,Two year,Fiber optic,Electronic check,109.95,7634.25,No,0.10990749210281632,Low risk: retain and upsell,No
5144-TVGLP,Male,1,38,Month-to-month,Fiber optic,Electronic check,94.75,3653.0,No,0.49461119118102903,Medium risk: nurture,Yes
9643-AVVWI,Female,0,3,Month-to-month,Fiber optic,Electronic check,80.0,241.3,No,0.5556768658074461,Medium risk: nurture,Yes
0253-ZTEOB,Female,0,48,Two year,DSL,Electronic check,79.65,3870.3,No,0.030264218640404517,Low risk: retain and upsell,No
2706-QZIHY,Female,0,15,Two year,No,Mailed check,25.2,387.9,No,0.023384075653209487,Low risk: retain and upsell,No
6061-PQHMK,Female,0,25,One year,No,Credit card (automatic),19.9,527.5,No,0.03155929981979719,Low risk: retain and upsell,No
9885-CSMWE,Female,1,1,Month-to-month,Fiber optic,Electronic check,78.45,78.45,Yes,0.6515242700951364,High risk: retention/win-back,Yes
6137-MFAJN,Female,0,48,Month-to-month,DSL,Electronic check,44.8,2104.55,No,0.14194405061002993,Low risk: retain and upsell,No
9122-UMROB,Male,0,1,Month-to-month,No,Mailed check,20.3,20.3,No,0.24265447403712523,Low risk: retain and upsell,No
4232-JGKIY,Male,0,1,Month-to-month,No,Electronic check,19.2,19.2,No,0.2833583428889616,Low risk: retain and upsell,Yes
2402-TAIRZ,Female,0,37,One year,Fiber optic,Electronic check,80.05,3019.1,No,0.11289854392025939,Low risk: retain and upsell,No
9659-ZTWSM,Male,1,66,One year,Fiber optic,Bank transfer (automatic),107.35,7051.95,No,0.13610112509357972,Low risk: retain and upsell,No
9139-TWBAS,Female,0,26,One year,DSL,Bank transfer (automatic),47.85,1190.5,No,0.06802398113944357,Low risk: retain and upsell,No
6685-GBWJZ,Male,0,63,One year,DSL,Credit card (automatic),70.8,4448.8,No,0.014126115624659562,Low risk: retain and upsell,No
5016-ETTFF,Male,0,10,Month-to-month,DSL,Mailed check,29.5,255.25,Yes,0.3286178445804377,Medium risk: nurture,Yes
3866-MDTUB,Female,0,2,Month-to-month,DSL,Electronic check,70.75,146.9,Yes,0.46826879855347486,Medium risk: nurture,Yes
2195-VVRJF,Male,1,18,Month-to-month,DSL,Credit card (automatic),59.1,1011.05,No,0.25843754612485825,Low risk: retain and upsell,No
3913-RDSJZ,Female,0,64,Two year,No,Mailed check,25.55,1714.95,No,0.008548565704362722,Low risk: retain and upsell,No
8058-JMEQO,Female,1,9,Month-to-month,Fiber optic,Electronic check,84.45,762.5,Yes,0.7408357794992686,High risk: retention/win-back,Yes
4203-QGNZA,Female,0,28,Month-to-month,No,Mailed check,20.25,535.35,No,0.1098907663973684,Low risk: retain and upsell,No
5043-TRZWM,Female,0,1,Month-to-month,Fiber optic,Electronic check,75.55,75.55,No,0.5811078344890684,Medium risk: nurture,Yes
0697-ZMSWS,Male,0,4,Month-to-month,Fiber optic,Electronic check,85.65,338.9,Yes,0.7928320986880374,High risk: retention/win-back,Yes
7657-DYEPJ,Male,1,38,One year,DSL,Credit card (automatic),70.15,2497.35,Yes,0.051218010562433296,Low risk: retain and upsell,No
9494-BDNNC,Male,0,66,One year,Fiber optic,Electronic check,95.3,6273.4,No,0.21182718909764958,Low risk: retain and upsell,No
1640-PLFMP,Female,0,1,Month-to-month,Fiber optic,Electronic check,70.25,70.25,No,0.742121942735643,High risk: retention/win-back,Yes
5366-OBVMR,Female,0,18,Month-to-month,DSL,Mailed check,50.3,908.75,No,0.15110261021272436,Low risk: retain and upsell,No
8276-MQBYC,Male,1,51,Month-to-month,Fiber optic,Electronic check,97.8,4913.3,Yes,0.5452519656094844,Medium risk: nurture,Yes
7644-OMVMY,Male,0,0,Two year,No,Mailed check,19.85,0.0,No,0.024105767870181045,Low risk: retain and upsell,No
7593-XFKDI,Male,0,1,Month-to-month,DSL,Mailed check,46.3,46.3,Yes,0.35331389147352843,Medium risk: nurture,Yes
4573-JKNAE,Male,0,12,Two year,No,Bank transfer (automatic),19.35,212.3,No,0.01461168112104023,Low risk: retain and upsell,No
0337-CNPZE,Female,0,41,Month-to-month,Fiber optic,Electronic check,106.3,4443.45,Yes,0.4776202476054898,Medium risk: nurture,Yes
9817-APLHW,Male,0,12,Month-to-month,No,Electronic check,25.0,316.2,No,0.1759956788432486,Low risk: retain and upsell,No
8380-MQINP,Female,0,55,Two year,No,Mailed check,20.3,1079.05,No,0.009535070692861419,Low risk: retain and upsell,No
0840-DFEZH,Female,0,7,Month-to-month,Fiber optic,Electronic check,75.35,564.65,No,0.6968149189963294,High risk: retention/win-back,Yes
1513-XNPPH,Female,0,12,Month-to-month,Fiber optic,Electronic check,89.4,1095.65,Yes,0.5319670063150813,Medium risk: nurture,Yes
8690-ZVLCL,Female,0,68,Two year,DSL,Credit card (automatic),88.0,6161.9,No,0.013980866220309907,Low risk: retain and upsell,No
6015-VVHHE,Female,1,5,Month-to-month,Fiber optic,Credit card (automatic),83.15,446.05,Yes,0.7259020609164002,High risk: retention/win-back,Yes
1125-SNVCK,Female,1,49,Month-to-month,DSL,Mailed check,43.8,2106.05,No,0.08834876770945183,Low risk: retain and upsell,No
0384-LPITE,Male,0,40,One year,DSL,Credit card (automatic),62.05,2511.55,No,0.08568285397062149,Low risk: retain and upsell,No
4616-EWBNJ,Female,0,16,One year,No,Bank transfer (automatic),20.1,318.6,No,0.03770396038523058,Low risk: retain and upsell,No
6347-DCUIK,Male,0,10,Month-to-month,Fiber optic,Mailed check,74.15,811.8,Yes,0.6351301174605257,High risk: retention/win-back,Yes
1335-HQMKX,Female,0,72,One year,Fiber optic,Electronic check,101.35,7323.15,No,0.31794155046128775,Medium risk: nurture,Yes
2545-EBUPK,Female,1,2,Month-to-month,Fiber optic,Electronic check,84.05,186.05,No,0.7849557924705234,High risk: retention/win-back,Yes
6923-AQONU,Male,0,23,Two year,No,Mailed check,20.9,454.0,No,0.013766664984399912,Low risk: retain and upsell,No
2172-EJXVF,Female,1,71,One year,Fiber optic,Electronic check,105.9,7521.95,No,0.1837995062636449,Low risk: retain and upsell,No
0897-FEGMU,Female,0,11,Month-to-month,Fiber optic,Electronic check,99.5,1056.95,Yes,0.7342173388094756,High risk: retention/win-back,Yes
7663-RGWBC,Male,0,1,Month-to-month,DSL,Mailed check,44.15,44.15,Yes,0.4522397496858715,Medium risk: nurture,Yes
1120-BMWUB,Female,0,16,Month-to-month,DSL,Mailed check,53.9,834.15,Yes,0.23416937013533443,Low risk: retain and upsell,No
9124-LHCJQ,Female,0,1,Month-to-month,Fiber optic,Mailed check,85.45,85.45,Yes,0.7279326073881414,High risk: retention/win-back,Yes
4536-PLEQY,Male,0,12,Month-to-month,Fiber optic,Credit card (automatic),85.05,999.8,No,0.5014562368630849,Medium risk: nurture,Yes
7029-IJEJK,Female,0,54,One year,DSL,Bank transfer (automatic),44.1,2369.7,No,0.027698661665570553,Low risk: retain and upsell,No
8871-JLMHM,Female,0,68,Two year,Fiber optic,Credit card (automatic),90.2,6297.65,No,0.018796136305616867,Low risk: retain and upsell,No
2235-ZGKPT,Female,0,4,Month-to-month,DSL,Mailed check,50.85,239.55,Yes,0.30151950927076393,Medium risk: nurture,Yes
3891-PUQOD,Female,0,1,Month-to-month,DSL,Electronic check,59.2,59.2,Yes,0.38641323754202517,Medium risk: nurture,Yes
